id,semestre,estatus,interes,genero,pronombres,edad,mayor,menor,buscando,pelicula,Reggaeton,Electrónica,Pop,Instrumental,Rock,Metal,Cumbia,Kpop,Banda,anime,videojuegos,bailar,Futbol,Basquetbol,Baseball,Futbol Americano,Natación,Tennis,Ciclismo,No,Otro,Golf,taco,bbt,animal,helado,celebracion,estacion,pizza,astrologia,signo,cocinar,cocinen,perrogato,pelilibros,subdub,temperatura,tiburon,poderes,caracteristicapareja,caracteristica
310,4,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Barbacoa,Amy,Pingüino,Nuez,Halloween,Invierno,Sí,No,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Teletransporte,Fidelidad,Alegre
311,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Acción,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Sí,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Lobo,Vanilla,San Valentín,Otoño,No,Sí,Libra,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Fuerza,Confianza,Confiable
312,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Acción,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Sheldon,Ballena,Chocomenta,Día de la Independencia,Otoño,Sí,Sí,Libra,Sí,Sí,Perros,Libro,Subtitulada,Calor,Rodrigo Herrera,Telekinesis,Inteligencia,Cariños@
313,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Comedia,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Cookies and cream,Día de la Independencia,Invierno,Sí,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Fidelidad,Empátic@
314,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Bernadette,Pingüino,Pistache,Año nuevo,Invierno,Sí,No,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Volar,Perseverancia,Divertido
315,4,Soltero,Hombres,Masculino,Él,20,Sí,Sí,Algo Casual,Drama,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Howard,Tigre,Pistache,Navidad,Primavera,Sí,No,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Interesante,Inteligente
316,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Cookies and cream,Día de la Independencia,Otoño,No,Sí,Cáncer,No,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Teletransporte,Confianza,Divertido
317,4,Soltero,Hombres,Masculino,Él,19,Sí,Sí,Pareja,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Howard,Tigre,Cookies and cream,Día de la Independencia,Otoño,No,Sí,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Fidelidad,Empátic@
318,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Romance,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Amy,Pingüino,Nuez,Día de la Independencia,Invierno,No,Sí,Géminis,Sí,Sí,Perros,Película,Doblada,Frio,Rodrigo Herrera,Control Mental y manipulación,Confianza,Alegre
319,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,Carne asada,Penny,Tigre,Chocolate,Navidad,Invierno,No,No,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Diversión,Fiel
320,2,Es complicado,Hombres,Masculino,Él,19,Sí,Sí,Algo Casual,Terror,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Ninguno,Pingüino,Cookies and cream,Día de la Independencia,Invierno,Sí,Sí,Capricornio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Telekinesis,Inteligencia,Empátic@
321,2,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Leonard,Ballena,Caramelo,Halloween,Primavera,No,No,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Alegría,Confiable
322,2,Soltero,Hombres,Masculino,Él,18,Sí,No,Pareja,Drama,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Leonard,Lobo,Vanilla,Halloween,Invierno,Sí,Sí,Leo,Sí,Sí,Perros,Libro,Doblada,Frio,Carlos Bremer,Telekinesis,Interesante,Confiable
323,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Lobo,Cookies and cream,Día de la Independencia,Verano,Sí,Sí,Géminis,No,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Inteligencia,Responsable
324,2,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Pareja,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Pingüino,Nuez,Spring Break,Verano,No,No,Capricornio,Sí,Sí,Gatos,Libro,Doblada,Calor,Patricia Armendáriz,Manipular el tiempo,Confianza,Alegre
325,6,Soltero,Hombres,Femenino,Ella,21,Sí,Sí,Algo Casual,Drama,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,No,No,"Sí pero no sé bailar",FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Bernadette,Tigre,Vanilla,Navidad,Verano,Sí,Sí,Virgo,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Marcus Dantus,Teletransporte,Diversión,Perseverante
326,6,Soltero,Hombres,Femenino,Ella,21,Sí,Sí,Pareja,Drama,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,No,No,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Ballena,Caramelo,Día de la Independencia,Verano,Sí,Sí,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Calor,Patricia Armendáriz,Teletransporte,Confianza,Responsable
327,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,Sí,Sí,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Sheldon,Pingüino,Cookies and cream,Spring Break,Invierno,No,No,Virgo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Telepatía,Fidelidad,Cariños@
328,6,Es complicado,Hombres,Femenino,Ella,21,Sí,No,Algo Casual,Drama,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Leonard,Tigre,Cookies and cream,San Valentín,Invierno,Sí,Sí,Cáncer,No,Sí,Gatos,Libro,Subtitulada,Frio,Rodrigo Herrera,Dinero como el batman,Interesante,Inteligente
329,8,Soltero,Hombres,Femenino,Ella,22,Sí,No,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Penny,Ballena,Cookies and cream,Día de la Independencia,Primavera,Sí,Sí,Libra,No,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Respeto,Empátic@
330,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Comedia,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Penny,Tigre,Chocolate,San Valentín,Primavera,No,Sí,Aries,No,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Manipular el tiempo,Diversión,Alegre
331,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Bernadette,Lobo,Vanilla,Spring Break,Invierno,Sí,Sí,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Interesante,Divertido
332,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Leonard,Lobo,Chocolate,Spring Break,Otoño,Sí,Sí,Leo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Control Mental y manipulación,Respeto,Responsable
333,5,Soltero,Hombres,Femenino,Ella,21,Sí,Sí,Pareja,Comedia,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Penny,Pingüino,Cookies and cream,Spring Break,Invierno,Sí,Sí,Libra,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Volar,Empatía,Perseverante
334,4,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Algo Casual,Drama,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Sheldon,Ballena,Chocolate,Día de la Independencia,Invierno,Sí,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Confianza,Alegre
335,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Algo Casual,Acción,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,Carne asada,Sheldon,Tigre,Chocomenta,San Valentín,Otoño,Sí,No,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Marcus Dantus,Telekinesis,Interesante,Inteligente
336,1,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Pareja,Terror,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Penny,Lobo,Fresa,San Valentín,Verano,Sí,No,Sagitario,Sí,Sí,Perros,Libro,Subtitulada,Calor,Rodrigo Herrera,Fuerza,Diversión,Divertido
337,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Lobo,Caramelo,Día de muertos,Primavera,No,No,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Dinero como el batman,Inteligencia,Alegre
338,6,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Suspenso,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Chocomenta,San Valentín,Otoño,Sí,No,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Teletransporte,Respeto,Alegre
339,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,No,No,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,Pastor,Amy,Pingüino,Chocolate,San Valentín,Otoño,Sí,No,Acuario,No,No,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Perseverancia,Inteligente
340,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Amistad,Comedia,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Carne asada,Bernadette,Pingüino,Cookies and cream,Halloween,Otoño,No,No,Escorpio,No,Sí,Perros,Libro,Doblada,Frio,Patricia Armendáriz,Teletransporte,Fidelidad,Confiable
341,8,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Pareja,Drama,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Amy,Lobo,Cookies and cream,Día de la Independencia,Otoño,No,Sí,Libra,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Confianza,Interesante
342,8,Soltero,Hombres,Femenino,Ella,21,Sí,Sí,Algo Casual,Drama,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Ninguno,Pingüino,Cookies and cream,Navidad,Otoño,Sí,Sí,Libra,Sí,Sí,Gatos,Película,Subtitulada,Frio,Arturo Elías Ayub,Dinero como el batman,Cariño,Divertido
343,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Drama,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Ninguno,Tigre,Nuez,Día de la Independencia,Invierno,Sí,Sí,Leo,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Diversión,Confiable
344,4,Soltero,Hombres,Masculino,Él,20,Sí,Sí,Pareja,Terror,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Guisos,Penny,Pingüino,Chocolate,Día de la Independencia,Invierno,No,No,Tauro,Sí,Sí,Gatos,Película,Subtitulada,Frio,Arturo Elías Ayub,Dinero como el batman,Cariño,Responsable
345,3,Soltero,Hombres,Femenino,Ella,18,Sí,Sí,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Guisos,Leonard,Tigre,Cookies and cream,Día de la Independencia,Invierno,Sí,Sí,Sagitario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Interesante,Empátic@
346,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,Carne asada,Leonard,Ballena,Cookies and cream,Día de la Independencia,Primavera,No,Sí,Sagitario,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Diversión,Alegre
347,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Romance,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Lobo,Cookies and cream,Spring Break,Otoño,No,No,Acuario,No,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Diversión,Confiable
348,8,Soltero,Hombres,Femenino,Ella,22,Sí,No,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,Carne asada,Amy,Lobo,Chocolate,Spring Break,Invierno,Sí,Sí,Virgo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Respeto,Responsable
349,4,Soltero,Hombres,Masculino,Él,20,Sí,No,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carne asada,Amy,Lobo,Vanilla,Día de la Independencia,Invierno,Sí,No,Cáncer,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Volar,Alegría,Alegre
350,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Ninguno,Pingüino,Cookies and cream,Día de muertos,Otoño,No,No,Libra,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Teletransporte,Confianza,Cariños@
351,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Carne asada,Bernadette,Pingüino,Vanilla,Día de la Independencia,Invierno,No,No,Escorpio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Telepatía,Diversión,Confiable
352,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carne asada,Raj,Lobo,Cookies and cream,San Valentín,Otoño,Sí,Sí,Sagitario,No,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Telepatía,Diversión,Divertido
353,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Acción,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Sheldon,Tigre,Vanilla,Día de muertos,Invierno,Sí,Sí,Leo,No,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Volar,Confianza,Confiable
354,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Ninguno,Pato,Pistache,Año nuevo,Otoño,No,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Dinero como el batman,Inteligencia,Perseverante
355,9,Soltero,Hombres,Femenino,Ella,22,Sí,No,Pareja,Suspenso,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Sheldon,Tigre,Fresa,Spring Break,Otoño,Sí,Sí,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Respeto,Confiable
356,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Lobo,Cookies and cream,San Valentín,Invierno,No,No,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Control Mental y manipulación,Confianza,Cariños@
357,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carne asada,Ninguno,Tigre,Cookies and cream,Día de la Independencia,Invierno,No,No,Sagitario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Respeto,Confiable
358,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Drama,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Vegetariano,Ninguno,Pingüino,Cookies and cream,Día de la Independencia,Invierno,Sí,No,Capricornio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Respeto,Alegre
359,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Romance,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Penny,Pingüino,Caramelo,Día de la Independencia,Verano,Sí,No,Aries,No,Sí,Gatos,Libro,Subtitulada,Calor,Patricia Armendáriz,Telekinesis,Alegría,Empátic@
360,6,Soltero,Hombres,Femenino,Elle,19,Sí,No,Algo Casual,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Ballena,Fresa,San Valentín,Verano,No,Sí,Aries,No,Sí,Perros,Película,Subtitulada,Calor,Patricia Armendáriz,Volar,Confianza,Alegre
361,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Romance,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Carne asada,Amy,Tigre,Chocolate,Día de la Independencia,Otoño,No,Sí,Leo,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Alegría,Alegre
