id,semestre,estatus,interes,genero,pronombres,edad,mayor,menor,buscando,pelicula,Reggaeton,Electrónica,Pop,Instrumental,Rock,Metal,Cumbia,Kpop,Banda,anime,videojuegos,bailar,Futbol,Basquetbol,Baseball,Futbol Americano,Natación,Tennis,Ciclismo,No,Otro,Golf,taco,bbt,animal,helado,celebracion,estacion,pizza,astrologia,signo,cocinar,cocinen,perrogato,pelilibros,subdub,temperatura,tiburon,poderes,caracteristicapareja,caracteristica
634,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Pareja,Suspenso,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,Carne asada,Raj,Pingüino,Nuez,San Valentín,Invierno,No,No,Leo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Cariño,Perseverante
635,4,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Pingüino,Nuez,Día de la Independencia,Invierno,No,No,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Teletransporte,Diversión,Alegre
636,4,Soltero,Mujeres,Femenino,Él,20,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Carnitas,Ninguno,Lobo,Cookies and cream,Spring Break,Invierno,No,No,Aries,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Manipular el tiempo,Confianza,Divertido
637,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Algo Casual,Suspenso,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,Sí,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,Pastor,Raj,Lobo,Vanilla,San Valentín,Invierno,Sí,No,Aries,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Diversión,Interesante
638,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,Carne asada,Leonard,Pingüino,Vanilla,San Valentín,Invierno,No,Sí,Sagitario,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Volar,Interesante,Divertido
639,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Comedia,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Ninguno,Pingüino,Chocolate,Día de la Independencia,Verano,No,No,Escorpio,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Confianza,Alegre
640,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Comedia,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Tigre,Cookies and cream,Día de muertos,Verano,No,No,Sagitario,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Carlos Bremer,Telekinesis,Alegría,Alegre
641,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Acción,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Ninguno,Lobo,Vanilla,San Valentín,Verano,No,No,Tauro,Sí,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Volar,Diversión,Decente
642,4,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Cookies and cream,San Valentín,Verano,No,No,Cáncer,Sí,Sí,Perros,Película,Subtitulada,Calor,Marcus Dantus,Manipular el tiempo,Diversión,Divertido
643,4,Soltero,Mujeres,Masculino,Él,19,No,Sí,Algo Casual,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,Pastor,Howard,Tigre,Vanilla,Día de muertos,Otoño,No,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Volar,Cariño,Alegre
644,2,Soltero,Mujeres,Masculino,Él,19,No,Sí,Pareja,Romance,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Vanilla,Halloween,Primavera,Sí,No,Cáncer,No,Sí,Perros,Película,Doblada,Calor,Carlos Bremer,Teletransporte,Cariño,Fiel
645,1,Soltero,Mujeres,Masculino,Él,19,No,Sí,Algo Casual,Suspenso,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Tigre,Cookies and cream,Día de muertos,Primavera,No,Sí,Cáncer,No,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Dinero como el batman,Diversión,Divertido
646,2,Estoy aquí en busca de amigxs,Mujeres,Masculino,Él,19,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Vanilla,Spring Break,Verano,Sí,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Telepatía,Diversión,Alegre
647,9,Soltero,Mujeres,Masculino,Él,23,No,No,Pareja,Drama,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Sí,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Leonard,Tigre,Cookies and cream,San Valentín,Verano,No,No,Leo,Sí,Sí,Gatos,Película,Subtitulada,Calor,Rodrigo Herrera,Volar,Cariño,Perseverante
648,5,Soltero,Mujeres,Masculino,Él,22,Sí,Sí,Pareja,Drama,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,No,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Tigre,Vanilla,Halloween,Invierno,Sí,No,Leo,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Confianza,Fiel
649,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Suspenso,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,No,Sí,"Sí pero no sé bailar",VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Pingüino,Vanilla,Spring Break,Otoño,No,No,Libra,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Confianza,Confiable
650,4,Es complicado,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Terror,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Lobo,Pistache,Spring Break,Verano,No,No,Capricornio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Volar,Diversión,Interesante
651,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Acción,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Howard,Tigre,Vanilla,Día de muertos,Invierno,No,No,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Volar,Confianza,Confiable
652,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Ninguno,Tigre,Vanilla,Spring Break,Otoño,No,No,Libra,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Confianza,Confiable
653,4,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Amistad,Terror,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Sí,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Pato,Napolitano,Spring Break,Invierno,No,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Cariño,Cariños@
654,8,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Comedia,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Leonard,Pato,Chocomenta,Spring Break,Invierno,No,Sí,Tauro,No,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Teletransporte,Interesante,Divertido
655,8,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,Sí,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Sheldon,Pato,Chocolate,Día de la Independencia,Primavera,No,Sí,Géminis,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Diversión,Divertido
656,7,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carnitas,Ninguno,Lobo,Vanilla,Spring Break,Invierno,No,No,Aries,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Telekinesis,Fidelidad,Inteligente
657,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Drama,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Raj,Tigre,Vanilla,San Valentín,Verano,No,No,Libra,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Dinero como el batman,Confianza,Perseverante
658,6,Soltero,Mujeres,Masculino,Él,20,No,Sí,Pareja,Drama,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Pastor,Ninguno,Lobo,Cookies and cream,San Valentín,Verano,Sí,No,Aries,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Carlos Bremer,Control Mental y manipulación,Perseverancia,Perseverante
659,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Drama,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Penny,Ballena,Vanilla,Día de la Independencia,Invierno,No,No,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Cariño,Divertido
660,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Penny,Lobo,Napolitano,Spring Break,Invierno,Sí,No,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Confianza,Alegre
661,4,Soltero,Mujeres,Masculino,Él,19,Sí,No,Pareja,Drama,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Raj,Pingüino,Vanilla,Spring Break,Otoño,Sí,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Calor,Rodrigo Herrera,Teletransporte,Confianza,Confiable
662,4,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Leonard,Lobo,Cookies and cream,Día de la Independencia,Verano,No,No,Cáncer,No,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Telekinesis,Alegría,Divertido
663,4,Estoy aquí en busca de amigxs,Mujeres,Masculino,Él,20,Sí,Sí,Amistad,Suspenso,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,Pastor,Ninguno,Lobo,Cookies and cream,Día de la Independencia,Invierno,Sí,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Volar,Empatía,Interesante
664,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Pingüino,Vanilla,San Valentín,Invierno,No,No,Virgo,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Carlos Bremer,Teletransporte,Confianza,Cariños@
665,2,Soltero,Mujeres,Masculino,Él,20,No,Sí,Algo Casual,Terror,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,No,Sí,No,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Sheldon,Lobo,Cookies and cream,San Valentín,Invierno,Sí,No,Libra,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Volar,Diversión,Respetuoso
666,2,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Ninguno,Tiburón,Pistache,San Valentín,Invierno,Sí,No,Escorpio,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Volar,Alegría,Empátic@
667,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Leonard,Lobo,Cookies and cream,Halloween,Invierno,No,No,Sagitario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Teletransporte,Cariño,Fiel
668,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Pareja,Suspenso,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,Sí,Sí,No,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Sheldon,Pato,Vanilla,San Valentín,Invierno,Sí,No,Cáncer,No,Sí,Perros,Película,Doblada,Frio,Arturo Elías Ayub,Telekinesis,Confianza,Confiable
669,4,Soltero,Mujeres,Masculino,Él,19,No,Sí,Pareja,Acción,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Leonard,Pingüino,Cookies and cream,Día de la Independencia,Primavera,Sí,No,Libra,No,Sí,Perros,Película,Subtitulada,Frio,Emmanuel,Teletransporte,Diversión,Interesante
670,1,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Pareja,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Leonard,Lobo,Cookies and cream,Halloween,Invierno,Sí,No,Escorpio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Inteligencia,Perseverante
671,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Leonard,Lobo,Chocolate,Halloween,Verano,Sí,No,Acuario,No,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Confianza,Confiable
672,6,Estoy aquí en busca de amigxs,Mujeres,Masculino,Él,20,Sí,Sí,Amistad,Terror,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Ballena,Nuez,Spring Break,Invierno,Sí,Sí,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Telepatía,Respeto,Confiable
673,3,Soltero,Mujeres,Masculino,Él,22,Sí,Sí,Algo Casual,Acción,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Raj,Tigre,Chocomenta,San Valentín,Invierno,Sí,No,Aries,No,Sí,Gatos,Película,Subtitulada,Frio,Carlos Bremer,Teletransporte,Interesante,Decente
674,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Drama,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Penny,Lobo,Nuez,San Valentín,Verano,No,No,Géminis,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Volar,Inteligencia,Interesante
675,4,Soltero,Mujeres,Masculino,Él,19,No,Sí,Pareja,Acción,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,No,Sí,No,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Leonard,Lobo,Cookies and cream,Spring Break,Otoño,No,No,Aries,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Empatía,Confiable
676,4,Soltero,Mujeres,Masculino,Él,19,Sí,Sí,Pareja,Comedia,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Leonard,Lobo,Napolitano,Día de la Independencia,Verano,Sí,No,Tauro,Sí,Sí,Gatos,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Empatía,Confiable
677,2,Soltero,Mujeres,Masculino,Él,18,Sí,Sí,Pareja,Acción,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Pastor,Leonard,Lobo,Vanilla,Día de la Independencia,Invierno,No,Sí,Virgo,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Rodrigo Herrera,Volar,Confianza,Alegre
678,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,Sí,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Carnitas,Penny,Tigre,Vanilla,San Valentín,Invierno,Sí,No,Escorpio,Sí,Sí,Perros,Libro,Doblada,Frio,Arturo Elías Ayub,Manipular el tiempo,Cariño,Alegre
679,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Pareja,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Tigre,Chocolate,Día de muertos,Verano,Sí,No,Cáncer,Sí,Sí,Perros,Película,Subtitulada,Calor,Rodrigo Herrera,Manipular el tiempo,Inteligencia,Fiel
680,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Canasta-/Al vapor,Leonard,Lobo,Cookies and cream,Día de la Independencia,Otoño,No,No,Piscis,No,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Control Mental y manipulación,Cariño,Interesante
681,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Suspenso,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Raj,Pingüino,Vanilla,San Valentín,Otoño,No,No,Tauro,No,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Cariño,Alegre
682,2,Soltero,Mujeres,Masculino,Él,18,No,Sí,Pareja,Drama,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,No,No,"Sí pero no sé bailar",VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tiburón,Nuez,San Valentín,Otoño,No,Sí,Piscis,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Volar,Interesante,Cariños@
683,6,Soltero,Mujeres,Masculino,Él,21,Sí,Sí,Algo Casual,Acción,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,Carne asada,Ninguno,Tiburón,Vanilla,Halloween,Invierno,Sí,No,Virgo,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Carlos Bremer,Dinero como el batman,Cariño,Responsable
684,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Algo Casual,Suspenso,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,ninguno,Tigre,Pistache,Día de muertos,Invierno,Sí,No,Cáncer,Sí,Sí,Gatos,Película,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Diversión,Inteligente
685,6,Soltero,Mujeres,Masculino,Él,20,Sí,Sí,Pareja,Acción,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Vanilla,Día de la Independencia,Verano,No,No,Leo,No,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Volar,Alegría,Fiel
